pos,word
어리석음/NNG,어리석다
어색/XR,어색하다
어색/NNG,어색하다
어설/VA,어설프다
어설픔/NNG,어설프다
어수선/NNG,어수선하다
어수선/XR,어수선하다
그저/MAG+그렇/VA,그저그렇다
그저/MAG+그러/VA,그저그렇다
어정쩡/XR,어정쩡하다
어정쩡/MAG,어정쩡하다
어중간/NNG,어중간하다
얼룩/NNG,얼룩
엉성/XR,엉성하다
엉성함/NNG,엉성하다
역겹/VA,역겹다
역겨/VA,역겹다
역겨움/NNG,역겹다
예민/XR,예민하다
예민함/NNG,예민하다
요란/NNG,요란하다
요란/XR,요란하다
까/MAJ+끄/VV+럽/NNP,까끄럽다
까끄/VA,까끄럽다
까끄럽/NNG,까끄럽다
까끄러움/NNG,까끄럽다
요상/NNG,요상하다
까끌/XR,까끌하다
까끌/NNG,까끌하다
우습/VA,우습다
우스/VA,우습다
우스움/NNG,우습다
꺼림칙/XR,꺼림칙하다
꺼림직/XR,꺼림칙하다
꺼림칙/NNG,꺼림칙하다
꺼림직/NNG,꺼림칙하다
껄끄/VA,껄끄럽다
껄끄러움/NNG,껄끄럽다
울긋불긋/MAG,울긋불긋
꼴불견/NNG,꼴불견
끔찍/XR,끔찍하다
끔찍/NNG,끔찍하다
나쁘/VA,나쁘다
나빠/VA,나쁘다
나빴/VA,나쁘다
나뻐/VA,나쁘다
나뻤/VA,나쁘다
나쁜/VA,나쁘다
나쁠/VA,나쁘다
나쁨/NNG,나쁘다
난감/XR,난감하다
난감/NNG,난감하다
난잡/XR,난잡하다
난잡/NNG,난잡하다
난처/XR,난처하다
난처함/NNG,난처하다
울퉁불퉁/NNP,울퉁불퉁
울퉁불퉁/MAG,울퉁불퉁
난해/XR,난해하다
난해/NNG,난해하다
낡/VA,낡다
낡음/NNG,낡다
낭패/NNG,낭패
냄새/NNG+나/XSV,냄새나다
냄새/NNG+날/NNG,냄새나다
냄새/NNG+났/VV+EP,냄새나다
냄새/NNG+난/NP+JX,냄새나다
넌더리/NNG,넌더리
유치/XR,유치하다
유치함/NNG,유치하다
의심/NNG+스럽/XSA,의심스럽다
의심/NNG+스러/XSA,의심스럽다
의심스럽/VA,의심스럽다
의심스러/VA,의심스럽다
의심스러움/NNG,의심스럽다
이상/NNG+하/XSV,이상하다
이상/NNG+했/XSV+EP,이상하다
이상/NNG+한/XSA+ETM,이상하다
이상/NNG+할/XSV+ETM,이상하다
이상함/NNG,이상하다
이상/NNG+함/XSV+ETN,이상하다
느글거리/VV,느글거리다
느글/XR,느글거리다
느글거린/VV,느글거리다
느글거릴/VV,느글거리다
느글거렸/VV,느글거리다
느글/NNG,느글거리다
인위/NNG,인위적이다
인위적/NNG,인위적이다
인위/NNG+적/XSN,인위적이다
느끼/XR,느끼하다
느끼/NNG,느끼하다
단조/VA,단조롭다
단조로움/NNG,단조롭다
자질구레/XR,자질구레하다
자질구레/NNG,자질구레하다
더럽/VA,더럽다
더러/VA,더럽다
더러움/NNG,더럽다
독하/VA,독하다
독했/VA,독하다
독할/VA,독하다
독한/VA,독하다
독함/NNG,독하다
재미없/VA,재미없다
재미/NNG+없/VA,재미없다
재미없음/NNG,재미없다
재미/NNG+없음/NNG,재미없다
두서없/VA,두서없다
두서/NNG+없/VA,두서없다
뒤늦/VA,뒤늦다
뒤늦음/NNG,뒤늦다
적나라/XR,적나라하다
적나라/NNG,적나라하다
따분/XR,따분하다
따분/NNG,따분하다
땅딸막/XR,땅딸막하다
땅딸/VA,땅딸막하다
딸막/VA,땅딸막하다
떨떠름/XR,떨떠름하다
떨떠름/NNG,떨떠름하다
뚱뚱/XR,뚱뚱하다
뚱뚱함/NNG,뚱뚱하다
정떨어지/VV,정떨어지다
정떨어진/VV,정떨어지다
정떨어질/VV,정떨어지다
정떨어졌/VV,정떨어지다
정/NNG+떨어지는/VV+ETM,정떨어지다
정/NNG+떨어진/VV+ETM,정떨어지다
정/NNG+떨어질/VV+ETM,정떨어지다
정/NNG+떨어졌/VV+EP,정떨어지다
정떨어짐/NNG,정떨어지다
정/NNG+떨어짐/NNG,정떨어지다
정/NNG+떨어짐/VV+ETN,정떨어지다
마땅찮/VA,마땅찮다
마땅찮음/NNG,마땅찮다
정신없/VA,정신없다
정신/NNG+없/VA,정신없다
조잡/XR,조잡하다
조잡/NNG,조잡하다
망측/XR,망측하다
망측/NNG,망측하다
좆/NNG+병신/NNG,좆병신
몸서리치/VV,몸서리치다
몸서리쳤/VV,몸서리치다
몸서리칠/VV,몸서리치다
몸서리친/VV,몸서리치다
몸서리침/NNG,몸서리치다
지겹/VA,지겹다
지겨/VA,지겹다
지겨움/NNG,지겹다
못나/VA,못나다
못났/VA,못나다
못날/VA,못나다
못난/VA,못나다
못남/NNG,못나다
지긋지긋/MAG,지긋지긋하다
못/MAG+되/VV,못되다
못되/VA,못되다
못됐/VA,못되다
못된/VA,못되다
못될/VA,못되다
못됨/NNG,못되다
못/MAG+마땅/XR,못마땅하다
못마땅/NNG,못마땅하다
못마땅/XR,못마땅하다
못마땅/MAG,못마땅하다
지독/NNG,지독하다
지독/XR,지독하다
못미덥/VA,못미덥다
못미더/VA,못미덥다
못/MAG+미덥/VA,못미덥다
못/MAG+미더/VA,못미덥다
못미더움/NNG,못미덥다
못/MAG+미더움/NNG,못미덥다
지루/XR,지루하다
지루함/NNG,지루하다
지루하/VA,지루하다
무미건조/NNG,무미건조
건조무미/NNG,무미건조
무미건조/VA,무미건조
지저분/XR,지저분하다
지저분함/NNG,지저분하다
무성의/NNG,무성의하다
진부/XR,진부하다
진부/NNG,진부하다
진저리/NNG,진저리나다
진저리/VV,진저리나다
무/XPN+질서/NNG,무질서하다
무질서/NNG,무질서하다
질리/VV,질리다
질린/VV,질리다
질렸/VV,질리다
질릴/VV,질리다
질림/NNG,질리다
미개/NNG,미개하다
징그/VA,징그럽다
징그러움/NNG,징그럽다
미숙/XR,미숙하다
미숙/NNG,미숙하다
미친년/NNG,미친년
미친/VV+ETM+년/NNB,미친년
미친/VV+ETM+년/NNG,미친년
미친놈/NNG,미친놈
미친/VV+ETM+놈/NNG,미친놈
쭈글/MAG,쭈글쭈글
미흡/NNG,미흡하다
찜찜/XR,찜찜하다
찜찜/NNG,찜찜하다
찝찝/XR,찝찝하다
찝찝함/NNG,찝찝하다
밋밋/XR,밋밋하다
밋밋/MAG,밋밋하다
차갑/VA,차갑다
차가/VA,차갑다
차가움/NNG,차갑다
버겁/VA,버겁다
버거/VA,버겁다
버거움/NNG,버겁다
번거/XR,번거롭다
번거/VA,번거롭다
번거로움/NNG,번거롭다
번들번들/MAG,번들번들
번들/XR,번들번들
번들/NNG,번들번들
창피/XR,창피하다
창피/NNG,창피하다
챙피/XR,창피하다
챙피/NNG,창피하다
별나/VA,별나다
별났/VA,별나다
별날/VA,별나다
별난/VA,별나다
별남/NNG,별나다
별로/MAG,별로
복잡/XR,복잡하다
부끄/VA,부끄럽다
부끄러움/NNG,부끄럽다
부담/NNG,부담스럽다
부실/NNG,부실하다
부옇/VA,부옇다
부여/VA,부옇다
부얘/VA,부옇다
촌스/VA,촌스럽다
촌스러움/NNG,촌스럽다
부/XPN+자연/NNG,부자연
부자연/NNG,부자연
추상/NNG,추상적
추상적/NNG,추상적
추상/NNG+적/XSN,추상적
부족/NNG,부족하다
추하/VA,추하다
추한/VA,추하다
추해/VA,추하다
추했/VA,추하다
추할/VA,추하다
추함/NNG,추하다
부하/VV,부하다
부해/VV,부하다
부했/VV,부하다
부할/VV,부하다
부한/VV,부하다
부함/NNG,부하다
부하/VA,부하다
부해/VA,부하다
부했/VA,부하다
부할/VA,부하다
부한/VA,부하다
구질구질/MAG+하/VV+다/EC,구질구질하다
기묘/XR+하/XSA+다/EC,기묘하다
낭패/NNG+스럽/XSA+다/EC,낭패스럽다
당혹/NNG+하/XSA+다/EC,당혹하다
당황/NNG+하/XSA+다/EC,당황하다
불/XPN+안정/NNG+하/XSV+다/EC,불안정하다
불안/NNG+하/XSA+다/EC,불안하다
불쾌/XR+하/XSA+다/EC,불쾌하다
불편/NNG+하/XSA+다/EC,불편하다
실망/NNG+하/XSA+다/EC,실망하다
짜증/NNG+나/VV+다/EC,짜증나다
